Date,iShares MSCI ACWI_Open_average,iShares MSCI ACWI_Open_max,iShares MSCI ACWI_Open_volatility,iShares MSCI ACWI_Open_change,iShares MSCI ACWI_High_average,iShares MSCI ACWI_High_max,iShares MSCI ACWI_High_volatility,iShares MSCI ACWI_High_change,iShares MSCI ACWI_Low_average,iShares MSCI ACWI_Low_max,iShares MSCI ACWI_Low_volatility,iShares MSCI ACWI_Low_change,iShares MSCI ACWI_Close_average,iShares MSCI ACWI_Close_max,iShares MSCI ACWI_Close_volatility,iShares MSCI ACWI_Close_change
2019-08-18,71.06,71.06,0.0,0.0,71.14,71.14,0.0,0.0,70.68,70.68,0.0,0.0,71.09,71.09,0.0,0.0
2019-08-25,72.47,72.47,0.0,0.0,72.47,72.47,0.0,0.0,71.87,71.87,0.0,0.0,72.13,72.13,0.0,0.0
2019-09-01,73.86,73.86,0.0,0.0,73.86,73.86,0.0,0.0,73.48,73.48,0.0,0.0,73.68,73.68,0.0,0.0
2019-09-08,74.31,74.31,0.0,0.0,74.45,74.45,0.0,0.0,74.22,74.22,0.0,0.0,74.35,74.35,0.0,0.0
2019-09-15,74.01,74.01,0.0,0.0,74.3,74.3,0.0,0.0,73.94,73.94,0.0,0.0,74.13,74.13,0.0,0.0
2019-09-22,73.57,73.57,0.0,0.0,73.87,73.87,0.0,0.0,73.53,73.53,0.0,0.0,73.75,73.75,0.0,0.0
2019-09-29,72.84,72.84,0.0,0.0,73.2,73.2,0.0,0.0,72.72,72.72,0.0,0.0,72.75,72.75,0.0,0.0
2019-10-06,73.75,73.75,0.0,0.0,73.94,73.94,0.0,0.0,73.72,73.72,0.0,0.0,73.77,73.77,0.0,0.0
2019-10-13,74.92,74.92,0.0,0.0,75.0,75.0,0.0,0.0,74.8,74.8,0.0,0.0,75.0,75.0,0.0,0.0
2019-10-20,75.69,75.69,0.0,0.0,75.91,75.91,0.0,0.0,75.68,75.68,0.0,0.0,75.86,75.86,0.0,0.0
2019-10-27,77.0,77.0,0.0,0.0,77.06,77.06,0.0,0.0,76.8,76.8,0.0,0.0,76.87,76.87,0.0,0.0
2019-11-03,76.69,76.69,0.0,0.0,76.99,76.99,0.0,0.0,76.6,76.6,0.0,0.0,76.99,76.99,0.0,0.0
2019-11-10,77.35,77.35,0.0,0.0,77.5,77.5,0.0,0.0,77.22,77.22,0.0,0.0,77.46,77.46,0.0,0.0
2019-11-17,77.39,77.39,0.0,0.0,77.7,77.7,0.0,0.0,77.38,77.38,0.0,0.0,77.67,77.67,0.0,0.0
2019-11-24,77.64,77.64,0.0,0.0,77.64,77.64,0.0,0.0,76.86,76.86,0.0,0.0,77.04,77.04,0.0,0.0
2019-12-01,77.78,77.78,0.0,0.0,77.95,77.95,0.0,0.0,77.62,77.62,0.0,0.0,77.62,77.62,0.0,0.0
2019-12-08,78.52,78.52,0.0,0.0,78.68,78.68,0.0,0.0,78.47,78.47,0.0,0.0,78.51,78.51,0.0,0.0
2019-12-15,79.08,79.08,0.0,0.0,79.12,79.12,0.0,0.0,79.01,79.01,0.0,0.0,79.05,79.05,0.0,0.0
2019-12-22,79.63,79.63,0.0,0.0,79.63,79.63,0.0,0.0,78.97,78.97,0.0,0.0,79.07,79.07,0.0,0.0
2019-12-29,79.13,79.13,0.0,0.0,79.69,79.69,0.0,0.0,79.04,79.04,0.0,0.0,79.38,79.38,0.0,0.0
