Date,GPX_stock_Open_average,GPX_stock_Open_max,GPX_stock_Open_min,GPX_stock_Open_volatility,GPX_stock_Open_change,GPX_stock_High_average,GPX_stock_High_max,GPX_stock_High_min,GPX_stock_High_volatility,GPX_stock_High_change,GPX_stock_Low_average,GPX_stock_Low_max,GPX_stock_Low_min,GPX_stock_Low_volatility,GPX_stock_Low_change,GPX_stock_Close_average,GPX_stock_Close_max,GPX_stock_Close_min,GPX_stock_Close_volatility,GPX_stock_Close_change,GPX_stock_Volume_average,GPX_stock_Volume_max,GPX_stock_Volume_min,GPX_stock_Volume_volatility,GPX_stock_Volume_change
2019-10-27,11.502,11.86,11.17,0.6899999999999995,-0.3800000000000008,11.834,12.09,11.43,0.6600000000000001,0.23000000000000043,11.296,11.53,10.94,0.5899999999999999,-0.35999999999999943,11.628,12.09,11.1,0.9900000000000002,0.3000000000000007,27454,34097,20759,13338,-2516
2019-11-03,12.145999999999999,12.85,11.78,1.0700000000000003,0.9199999999999999,12.452,13.14,11.78,1.3600000000000012,0.870000000000001,11.854,12.45,11.41,1.0399999999999991,0.5599999999999987,12.145999999999999,12.85,11.41,1.4399999999999995,0.33000000000000007,40988,74008,20136,53872,16340
2019-11-10,12.476,12.63,12.33,0.3000000000000007,0.22000000000000064,12.674,12.74,12.61,0.13000000000000078,-0.019999999999999574,12.236,12.4,12.05,0.34999999999999964,-0.20000000000000107,12.456,12.58,12.25,0.33000000000000007,-0.23000000000000043,56876,80007,27660,52347,42414
2019-11-17,12.33,12.43,12.27,0.16000000000000014,0.129999999999999,12.686,12.91,12.51,0.40000000000000036,0.0,12.202,12.38,12.07,0.3100000000000005,0.1800000000000015,12.384,12.56,12.27,0.2900000000000009,0.2900000000000009,54844,126732,16964,109768,-28591
2019-11-24,12.875,13.03,12.64,0.3899999999999988,0.1999999999999993,13.05,13.19,12.87,0.3200000000000003,-0.21000000000000085,12.7525,12.94,12.55,0.3899999999999988,0.10999999999999943,12.879999999999999,13.0,12.7,0.3000000000000007,-0.3000000000000007,31489,50398,5502,44896,-38107
2019-12-01,12.996,13.46,12.67,0.7900000000000009,0.7000000000000011,13.272,13.85,12.93,0.9199999999999999,0.9199999999999999,12.902,13.27,12.65,0.6199999999999992,0.6199999999999992,13.134,13.6,12.84,0.7599999999999998,0.75,81771,310597,23242,287355,286548
2019-12-08,13.502,13.68,13.27,0.41000000000000014,-0.28000000000000114,13.744,13.8,13.65,0.15000000000000036,0.0,13.348,13.48,13.22,0.2599999999999998,-0.2599999999999998,13.588000000000001,13.71,13.4,0.3100000000000005,0.08000000000000007,37616,59264,24135,35129,14647
2019-12-15,14.114,14.34,13.81,0.5299999999999994,0.5299999999999994,14.32,14.47,14.1,0.370000000000001,0.23000000000000043,13.872,13.98,13.62,0.3600000000000012,0.3600000000000012,14.118,14.33,13.94,0.39000000000000057,0.08999999999999986,53335,106540,18613,87927,21909
2019-12-22,13.4875,14.09,13.26,0.8300000000000001,-0.7899999999999991,13.6,14.1,13.3,0.7999999999999989,-0.7999999999999989,13.1225,13.28,12.8,0.47999999999999865,-0.47999999999999865,13.1725,13.34,12.84,0.5,-0.5,24084,28485,20397,8088,-6434
2019-12-29,12.870000000000001,13.25,12.64,0.6099999999999994,-0.3099999999999987,13.1525,13.36,12.83,0.5299999999999994,-0.33999999999999986,12.6925,12.86,12.55,0.3099999999999987,-0.3099999999999987,12.9825,13.23,12.76,0.47000000000000064,-0.34999999999999964,24580,28320,22786,5534,-1600
