Date,SEII_stock_Open_average,SEII_stock_Open_max,SEII_stock_Open_min,SEII_stock_Open_volatility,SEII_stock_Open_change,SEII_stock_High_average,SEII_stock_High_max,SEII_stock_High_min,SEII_stock_High_volatility,SEII_stock_High_change,SEII_stock_Low_average,SEII_stock_Low_max,SEII_stock_Low_min,SEII_stock_Low_volatility,SEII_stock_Low_change,SEII_stock_Close_average,SEII_stock_Close_max,SEII_stock_Close_min,SEII_stock_Close_volatility,SEII_stock_Close_change,SEII_stock_Volume_average,SEII_stock_Volume_max,SEII_stock_Volume_min,SEII_stock_Volume_volatility,SEII_stock_Volume_change
2017-09-24,3.2126,3.3,3.02,0.2799999999999998,0.2799999999999998,3.3538,3.47,3.259,0.2110000000000003,0.14100000000000001,3.0866000000000002,3.273,2.95,0.32299999999999995,0.32299999999999995,3.184,3.36,2.98,0.3799999999999999,0.20999999999999996,24607,53903,9257,44646,-44598
2017-10-01,3.315,3.4,3.17,0.22999999999999998,-0.1200000000000001,3.4424,3.58,3.4,0.18000000000000016,0.0,3.2022,3.27,3.15,0.1200000000000001,0.08000000000000007,3.352,3.37,3.32,0.050000000000000266,-0.03000000000000025,26429,40915,15139,25776,-21871
2017-10-08,5.43,5.92,4.81,1.1100000000000003,-0.6299999999999999,6.3,8.25,5.48,2.7699999999999996,-2.4000000000000004,5.0002,5.7,4.561,1.1390000000000002,-0.9400000000000004,5.486,6.52,4.9,1.6199999999999992,-0.7199999999999998,3905707,16588318,560965,16027353,-15965897
2017-10-15,5.22,5.85,4.93,0.9199999999999999,-0.8499999999999996,5.3634,5.91,5.11,0.7999999999999998,-0.7999999999999998,4.924,5.21,4.75,0.45999999999999996,-0.41000000000000014,5.016,5.31,4.82,0.4899999999999993,-0.4899999999999993,109084,233146,44305,188841,-188841
2017-10-22,4.747,4.9,4.62,0.28000000000000025,-0.010000000000000675,4.936,5.1,4.8,0.2999999999999998,0.1999999999999993,4.4758,4.62,4.06,0.5600000000000005,-0.5200000000000005,4.592,4.71,4.3,0.41000000000000014,-0.3600000000000003,141546,373687,31102,342585,318905
2017-10-29,4.2604,4.33,4.132,0.1980000000000004,0.020000000000000462,4.419,4.47,4.308,0.16199999999999992,-0.16199999999999992,4.1438,4.21,4.109,0.10099999999999998,0.001000000000000334,4.264,4.35,4.16,0.1899999999999995,-0.17999999999999972,31223,45570,16427,29143,-21620
2017-11-05,4.0,4.38,3.71,0.6699999999999999,-0.1299999999999999,4.312,4.45,4.0,0.4500000000000002,-0.03000000000000025,3.7778,4.048,3.5,0.548,-0.16800000000000015,3.96,4.23,3.72,0.5100000000000002,-0.20000000000000018,166652,318423,82924,235499,-1912
2017-11-12,4.134,4.3,3.98,0.31999999999999984,0.29000000000000004,4.5976,4.85,4.231,0.6189999999999998,0.41600000000000037,4.0642,4.271,3.91,0.36099999999999977,0.36099999999999977,4.236,4.4,3.98,0.4200000000000004,0.4200000000000004,187848,412329,30219,382110,88920
2017-11-19,6.88375,11.455,4.33,7.125,2.8200000000000003,7.19225,12.4,4.43,7.970000000000001,2.909,5.3375,7.1,4.26,2.84,1.4700000000000006,5.425,7.1,4.29,2.8099999999999996,1.5700000000000003,2244724,8333847,22591,8311256,569887
2017-11-26,5.7,5.97,5.47,0.5,-0.020000000000000462,6.16,6.4,5.7,0.7000000000000002,-0.7000000000000002,5.4102,5.611000000000001,5.05,0.5610000000000008,-0.46999999999999975,5.662,6.05,5.27,0.7800000000000002,-0.3100000000000005,469637,833794,107774,726020,-641547
2017-12-03,6.07,8.21,5.21,3.000000000000001,0.6299999999999999,6.4202,8.603,5.54,3.0629999999999997,0.5700000000000003,5.4224,5.67,5.121,0.5489999999999995,0.5489999999999995,5.6226,5.94,5.31,0.6300000000000008,0.2870000000000008,486305,1939296,66137,1873159,53919
2017-12-10,5.748,5.97,5.6,0.3700000000000001,0.33000000000000007,6.2644,7.33,5.86,1.4699999999999998,0.46199999999999974,5.6222,5.71,5.5,0.20999999999999996,0.10100000000000087,5.846,6.05,5.61,0.4399999999999995,0.3099999999999996,275061,955973,66744,889229,69102
2017-12-17,6.688,7.02,6.05,0.9699999999999998,0.45999999999999996,7.5366,9.238999999999999,6.63,2.608999999999999,-2.608999999999999,6.2638,6.71,6.05,0.6600000000000001,0.08899999999999952,6.564,6.87,6.2,0.6699999999999999,-0.6200000000000001,747658,2657566,58877,2598689,-2598689
2017-12-24,6.655,7.04,6.15,0.8899999999999997,0.8899999999999997,7.1665,7.646,6.45,1.1959999999999997,1.1959999999999997,6.5592500000000005,7.035,6.15,0.8849999999999998,0.8849999999999998,6.9875,7.58,6.42,1.1600000000000001,1.1600000000000001,198897,315066,46960,268106,268106
2017-12-31,8.7,9.42,7.68,1.7400000000000002,1.7400000000000002,9.337250000000001,9.8,8.469,1.3310000000000013,1.1910000000000007,8.32775,9.08,7.6129999999999995,1.4670000000000005,1.4670000000000005,8.925,9.38,8.37,1.0100000000000016,1.0100000000000016,323842,532776,148121,384655,-194426
