Date,ASUR_stock_Open_average,ASUR_stock_Open_max,ASUR_stock_Open_min,ASUR_stock_Open_volatility,ASUR_stock_Open_change,ASUR_stock_High_average,ASUR_stock_High_max,ASUR_stock_High_min,ASUR_stock_High_volatility,ASUR_stock_High_change,ASUR_stock_Low_average,ASUR_stock_Low_max,ASUR_stock_Low_min,ASUR_stock_Low_volatility,ASUR_stock_Low_change,ASUR_stock_Close_average,ASUR_stock_Close_max,ASUR_stock_Close_min,ASUR_stock_Close_volatility,ASUR_stock_Close_change,ASUR_stock_Volume_average,ASUR_stock_Volume_max,ASUR_stock_Volume_min,ASUR_stock_Volume_volatility,ASUR_stock_Volume_change
2017-10-08,12.776,13.13,12.65,0.4800000000000004,0.0,13.0,13.28,12.7,0.5800000000000001,-0.4900000000000002,12.552,12.7,12.4,0.29999999999999893,-0.25,12.708,13.08,12.5,0.5800000000000001,-0.1899999999999995,132294,203759,78261,125498,125498
2017-10-15,11.872,12.62,10.76,1.8599999999999994,-1.8599999999999994,12.05,12.64,11.38,1.2599999999999998,-1.2599999999999998,11.276,11.92,10.63,1.2899999999999991,-1.049999999999999,11.506,12.08,10.75,1.33,-0.9100000000000001,246740,311508,142563,168945,30557
2017-10-22,10.698,11.1,10.27,0.8300000000000001,-0.8300000000000001,10.936,11.5,10.55,0.9499999999999993,-0.6199999999999992,10.338,10.73,10.08,0.6500000000000004,-0.4900000000000002,10.624,10.83,10.21,0.6199999999999992,0.010000000000001563,139845,168054,108218,59836,-33556
2017-10-29,11.14,11.48,10.85,0.6300000000000008,0.5999999999999996,11.49,11.73,11.1,0.6300000000000008,0.5300000000000011,10.936,11.27,10.55,0.7199999999999989,0.7199999999999989,11.214,11.5,10.64,0.8599999999999994,0.8599999999999994,118290,156108,78428,77680,-30994
2017-11-05,10.968,11.22,10.75,0.47000000000000064,-0.3000000000000007,11.306,11.87,11.08,0.7899999999999991,0.5,10.776,10.82,10.7,0.120000000000001,0.009999999999999787,11.122,11.72,10.92,0.8000000000000007,0.8000000000000007,194436,400955,90608,310347,-183873
2017-11-12,13.364,14.06,12.05,2.01,1.9899999999999984,14.36,16.03,13.63,2.4000000000000004,-1.7500000000000018,13.01,13.89,12.05,1.8399999999999999,1.8399999999999999,13.592,13.98,13.15,0.8300000000000001,0.7400000000000002,451214,1148848,196961,951887,-858652
2017-11-19,14.355,14.76,14.0,0.7599999999999998,0.7599999999999998,14.655,14.99,14.19,0.8000000000000007,0.8000000000000007,14.1725,14.6,13.78,0.8200000000000003,0.8200000000000003,14.5275,14.82,14.17,0.6500000000000004,0.6500000000000004,188708,262076,45234,216842,-216842
2017-11-26,14.466,14.81,14.08,0.7300000000000004,-0.4299999999999997,14.578,14.87,14.33,0.5399999999999991,-0.5399999999999991,13.984,14.38,13.73,0.6500000000000004,-0.6500000000000004,14.35,14.82,14.06,0.7599999999999998,-0.7100000000000009,167124,294557,65189,229368,35902
2017-12-03,14.478,15.1,13.91,1.1899999999999995,0.4399999999999995,14.848,15.25,14.36,0.8900000000000006,0.3800000000000008,14.126,14.69,13.8,0.8899999999999988,0.8899999999999988,14.51,15.09,13.88,1.209999999999999,1.209999999999999,157142,255338,59104,196234,82445
2017-12-10,14.516,15.03,14.04,0.9900000000000002,-0.9900000000000002,14.714,15.11,14.28,0.8300000000000001,-0.8300000000000001,14.144,14.76,13.84,0.9199999999999999,-0.9199999999999999,14.299999999999999,14.84,14.01,0.8300000000000001,-0.6400000000000006,101308,120239,63076,57163,34127
2017-12-17,15.026,15.75,14.26,1.4900000000000002,0.5600000000000005,15.376,15.95,14.82,1.129999999999999,-0.28999999999999915,14.562,14.92,13.96,0.9599999999999991,-0.29999999999999893,14.927999999999999,15.78,14.0,1.7799999999999994,-0.9100000000000001,187975,340359,95932,244427,-9819
2017-12-24,13.9775,14.08,13.88,0.1999999999999993,0.1999999999999993,14.265,14.32,14.18,0.14000000000000057,0.14000000000000057,13.7975,13.93,13.67,0.2599999999999998,0.10999999999999943,14.0125,14.12,13.87,0.25,0.08000000000000007,106375,123226,86353,36873,-36873
2017-12-31,14.7125,15.25,14.27,0.9800000000000004,0.4299999999999997,15.125,15.4,14.75,0.6500000000000004,-0.25,14.504999999999999,14.7,14.25,0.4499999999999993,0.4499999999999993,14.7825,14.96,14.6,0.3600000000000012,-0.07000000000000028,151283,186803,126253,60550,-60550
