Date,LHCG_stock_Open_average,LHCG_stock_Open_max,LHCG_stock_Open_min,LHCG_stock_Open_volatility,LHCG_stock_Open_change,LHCG_stock_High_average,LHCG_stock_High_max,LHCG_stock_High_min,LHCG_stock_High_volatility,LHCG_stock_High_change,LHCG_stock_Low_average,LHCG_stock_Low_max,LHCG_stock_Low_min,LHCG_stock_Low_volatility,LHCG_stock_Low_change,LHCG_stock_Close_average,LHCG_stock_Close_max,LHCG_stock_Close_min,LHCG_stock_Close_volatility,LHCG_stock_Close_change,LHCG_stock_Volume_average,LHCG_stock_Volume_max,LHCG_stock_Volume_min,LHCG_stock_Volume_volatility,LHCG_stock_Volume_change
2017-10-15,66.556,67.37,65.98,1.3900000000000006,1.3900000000000006,67.074,68.64,66.47,2.1700000000000017,2.1700000000000017,65.94,67.26,65.26,2.0,1.6099999999999994,66.678,67.66,66.25,1.4099999999999966,1.3799999999999955,123596,155660,85563,70097,58426
2017-10-22,67.98,68.31,67.7,0.6099999999999994,0.25,68.812,69.51,68.51,1.0,1.0,67.428,67.75,67.05,0.7000000000000028,0.269999999999996,68.126,68.84,67.83,1.0100000000000051,1.0100000000000051,97779,127542,71713,55829,35969
2017-10-29,68.07600000000001,72.42,65.79,6.6299999999999955,3.5700000000000074,70.538,76.14,67.03,9.11,7.290000000000006,67.014,71.47,65.08,6.390000000000001,5.260000000000005,68.578,72.07,65.31,6.759999999999991,4.939999999999998,225664,339457,109878,229579,169707
2017-11-05,69.936,73.48,67.36,6.1200000000000045,-3.8100000000000023,70.72,73.99,67.36,6.6299999999999955,-6.6299999999999955,67.408,69.89,65.73,4.159999999999997,-4.159999999999997,68.496,70.54,66.26,4.280000000000001,-4.280000000000001,218754,253570,182661,70909,-64856
2017-11-12,67.418,68.24,66.12,2.1199999999999903,1.8900000000000006,68.838,69.3,68.33,0.9699999999999989,0.3400000000000034,65.668,66.77,62.73,4.039999999999999,1.0300000000000011,67.74000000000001,68.78,66.53,2.25,-0.1599999999999966,326000,815851,113573,702278,266795
2017-11-19,68.655,71.57,66.47,5.099999999999994,4.289999999999992,69.9975,72.98,67.41,5.570000000000007,4.159999999999997,67.3425,69.85,65.01,4.839999999999989,4.1699999999999875,68.9925,71.29,66.52,4.77000000000001,3.660000000000011,203199,271030,113621,157409,-122415
2017-11-26,67.29,70.41,65.56,4.849999999999994,-4.849999999999994,67.756,70.41,65.94,4.469999999999999,-4.469999999999999,65.422,67.15,63.64,3.510000000000005,-3.510000000000005,66.202,67.29,65.43,1.8599999999999994,-1.8599999999999994,330264,366261,296311,69950,38417
2017-12-03,64.39,66.21,62.94,3.269999999999996,-2.0999999999999943,65.036,66.49,64.0,2.489999999999995,-1.759999999999991,63.15,64.73,62.03,2.700000000000003,-2.700000000000003,63.544,64.86,62.09,2.769999999999996,-2.769999999999996,316430,371215,278825,92390,83087
2017-12-10,61.59,62.08,60.59,1.4899999999999949,-1.4799999999999969,62.552,62.71,62.11,0.6000000000000014,-0.509999999999998,60.778,61.4,59.99,1.4099999999999966,-0.5799999999999983,61.448,62.09,60.48,1.6100000000000065,0.6499999999999986,405446,677480,317149,360331,360331
2017-12-17,60.566,62.26,59.75,2.509999999999998,-2.509999999999998,61.656,62.26,60.18,2.0799999999999983,-0.14999999999999858,59.62,60.03,59.07,0.9600000000000009,-0.09999999999999432,60.5,61.95,59.7,2.25,1.75,300516,385053,146193,238860,-1010
2017-12-24,61.5075,61.95,60.87,1.0800000000000054,-1.0800000000000054,62.095,62.43,61.69,0.740000000000002,-0.740000000000002,60.82,61.35,60.54,0.8100000000000023,-0.8100000000000023,61.22,61.65,60.8,0.8500000000000014,-0.3999999999999986,332811,386265,271394,114871,72273
2017-12-31,62.599999999999994,64.35,61.68,2.6699999999999946,2.6699999999999946,63.5775,65.48,61.98,3.500000000000007,3.500000000000007,61.5975,62.41,60.76,1.6499999999999986,1.6499999999999986,63.097500000000004,64.51,61.62,2.8900000000000077,2.720000000000006,271526,388087,142923,245164,245164
